Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
"Friendswood, TX",May 2018,All Residential,Place/City,False,TX,0.974263086,-0.3%,-1.2%,101,-3.8%,34.7%,196,12.0%,-8.4%,14,-6,0,$247K,-13.3%,1.6%,143,30.0%,13.5%
"League City, TX",August 2019,All Residential,Place/City,False,TX,0.981057459,-0.3%,-0.1%,233,5.4%,9.4%,493,-4.6%,-13.2%,31,5,7,$274K,-4.0%,4.0%,207,-28.4%,-18.8%
"Houston, TX",January 2020,All Residential,Place/City,False,TX,0.967690858,-0.3%,0.2%,1767,-38.5%,12.0%,9400,1.6%,-0.8%,58,5,7,$210K,-15.3%,5.0%,3458,63.3%,3.6%
"Galveston, TX",August 2020,All Residential,Place/City,False,TX,0.966498535,-0.3%,1.2%,159,-22.4%,24.2%,329,-6.5%,-45.6%,45,-30,-15,$279K,-12.5%,16.3%,160,-4.2%,-8.6%
"Texas City, TX",November 2015,All Residential,Place/City,False,TX,0.937318854,-0.8%,-2.0%,38,-19.1%,26.7%,115,-6.5%,-23.8%,59,24,20,$106K,14.0%,1.0%,44,0.0%,7.3%
"Baytown, TX",February 2018,All Residential,Place/City,False,TX,0.962485220,-0.4%,-1.3%,84,6.3%,-3.4%,235,8.8%,5.9%,29,-9,-24,$181K,-0.4%,4.9%,124,11.7%,10.7%
"League City, TX",September 2018,All Residential,Place/City,False,TX,0.972682102,-1.0%,-0.6%,165,-22.5%,-10.3%,533,-6.2%,15.9%,27,3,-4,$265K,0.8%,2.3%,151,-40.8%,-3.8%
"Sugar Land, TX",December 2018,All Residential,Place/City,False,TX,0.959941996,-0.7%,-0.4%,152,31.0%,-1.9%,634,-11.9%,-0.2%,81,37,8,$307K,6.4%,7.5%,96,-38.1%,-13.5%
"Baytown, TX",March 2019,All Residential,Place/City,False,TX,0.983109992,-0.6%,0.1%,106,47.2%,9.3%,271,-7.5%,8.8%,28,-22,7,$200K,6.8%,7.9%,129,18.3%,-13.4%
"League City, TX",July 2019,All Residential,Place/City,False,TX,0.983650145,-0.1%,-0.2%,221,8.3%,16.9%,517,4.7%,-8.0%,26,-1,7,$285K,5.2%,4.7%,289,20.9%,7.4%
"Sugar Land, TX",July 2019,All Residential,Place/City,False,TX,0.966188713,0.0%,-0.4%,202,13.5%,-9.4%,857,4.3%,3.6%,39,4,8,$337K,0.3%,0.6%,301,5.2%,11.5%
"La Porte, TX",August 2019,All Residential,Place/City,False,TX,0.971488523,-1.6%,-1.2%,49,-16.9%,19.5%,112,4.7%,47.4%,23,5,10,$190K,0.0%,5.6%,60,-3.2%,20.0%
"Sugar Land, TX",November 2019,All Residential,Place/City,False,TX,0.963687899,0.2%,-0.4%,135,-16.7%,16.4%,698,-7.2%,-3.1%,64,-6,20,$285K,-11.6%,-1.0%,151,-29.8%,-2.6%
"Sugar Land, TX",December 2019,All Residential,Place/City,False,TX,0.959578719,-0.4%,0.0%,166,23.0%,9.2%,622,-10.9%,-1.9%,76,12,-5,$309K,8.2%,0.7%,101,-33.1%,5.2%
"Baytown, TX",February 2020,All Residential,Place/City,False,TX,0.974334663,2.4%,-1.5%,95,30.1%,31.9%,306,-9.7%,4.4%,57,-4,7,$200K,7.6%,7.0%,128,-13.5%,17.4%
"Friendswood, TX",May 2020,All Residential,Place/City,False,TX,0.980263123,0.1%,-0.2%,82,51.9%,-21.9%,137,0.7%,-36.6%,17,-7,-7,$305K,18.0%,-5.7%,83,-5.7%,-25.9%
"La Porte, TX",May 2020,All Residential,Place/City,False,TX,0.982580963,-0.9%,-0.5%,39,25.8%,-22.0%,103,-19.5%,-2.8%,21,-13,6,$210K,12.4%,9.4%,48,-12.7%,-37.7%
"Texas City, TX",July 2020,All Residential,Place/City,False,TX,0.982383557,0.5%,0.7%,108,21.3%,96.4%,203,-8.6%,-13.6%,59,6,31,$220K,3.5%,17.9%,92,-4.2%,3.4%
"League City, TX",March 2012,All Residential,Place/City,False,TX,0.965159783,-0.6%,1.0%,140,13.8%,4566.7%,593,2.4%,21.3%,104,11,4,$176K,9.8%,-34.4%,203,16.7%,82.9%
"Friendswood, TX",December 2012,All Residential,Place/City,False,TX,0.945426079,-0.7%,-0.5%,57,-5.0%,171.4%,205,-13.5%,-32.6%,90,16,-22,$165K,1.2%,32.1%,37,-17.8%,-5.1%
"Sugar Land, TX",January 2013,All Residential,Place/City,False,TX,0.957179599,0.9%,0.0%,111,-44.5%,22.0%,393,4.0%,-29.4%,82,11,3,$233K,-17.6%,5.4%,194,102.1%,34.7%
"Missouri City, TX",March 2013,All Residential,Place/City,False,TX,0.962108617,-0.1%,0.8%,145,52.6%,21.8%,449,3.0%,-11.8%,65,-16,-14,$180K,9.2%,4.1%,195,12.7%,1.0%
"Houston, TX",February 2014,All Residential,Place/City,False,TX,0.974931002,0.2%,0.8%,2096,19.2%,9.2%,5806,-2.3%,-16.5%,36,-6,-16,$170K,8.0%,6.9%,2812,-1.8%,-7.3%
"Missouri City, TX",March 2014,All Residential,Place/City,False,TX,0.973673975,0.5%,1.2%,136,56.3%,-6.2%,354,-7.6%,-21.2%,26,-35,-39,$217K,21.0%,20.2%,184,0.0%,-5.6%
"Sugar Land, TX",August 2014,All Residential,Place/City,False,TX,0.981342807,-0.3%,0.5%,240,12.1%,-6.3%,397,-5.3%,3.4%,17,4,-1,$305K,-4.5%,10.9%,231,-15.7%,10.0%
"Baytown, TX",September 2015,All Residential,Place/City,False,TX,0.979389191,1.1%,0.2%,99,-9.2%,3.1%,298,1.7%,-6.0%,19,-9,-16,$148K,-4.8%,-1.6%,106,-29.3%,-9.4%
"Texas City, TX",February 2016,All Residential,Place/City,False,TX,0.948891706,-1.5%,0.0%,42,13.5%,23.5%,88,-22.1%,-31.3%,39,7,-32,$120K,-3.2%,12.1%,38,-29.6%,-25.5%
"Houston, TX",February 2016,All Residential,Place/City,False,TX,0.969143972,0.4%,-0.7%,1872,12.5%,1.7%,8592,5.9%,25.7%,49,4,22,$183K,-1.0%,3.4%,3521,15.5%,11.3%
"League City, TX",July 2016,All Residential,Place/City,False,TX,0.989923454,0.0%,0.3%,201,-7.8%,-13.4%,403,-0.2%,-3.4%,13,-14,-3,$244K,-0.6%,4.8%,226,-15.4%,-11.4%
"Galveston, TX",February 2017,All Residential,Place/City,False,TX,0.950951455,-0.4%,-0.6%,81,32.8%,39.7%,618,5.8%,14.7%,97,3,38,$215K,14.4%,28.1%,169,-1.2%,-5.1%
"Missouri City, TX",October 2017,All Residential,Place/City,False,TX,0.970746588,0.1%,-1.1%,128,-8.6%,9.4%,533,-7.6%,9.0%,48,-5,21,$230K,-12.2%,0.0%,149,6.4%,-9.7%
"Galveston, TX",January 2018,All Residential,Place/City,False,TX,0.943268194,-0.6%,-1.1%,64,-41.8%,4.9%,544,3.4%,-6.8%,103,28,9,$180K,-3.7%,-4.3%,146,30.4%,-14.6%
"Sugar Land, TX",March 2018,All Residential,Place/City,False,TX,0.966046554,-0.5%,-0.3%,170,45.3%,5.6%,656,8.6%,11.9%,71,-5,49,$323K,2.5%,0.7%,307,66.8%,3.7%
"Friendswood, TX",April 2018,All Residential,Place/City,False,TX,0.977382126,-0.5%,-0.2%,105,54.4%,59.1%,175,6.1%,-3.8%,20,7,-6,$285K,16.6%,13.5%,110,-15.4%,11.1%
"League City, TX",April 2018,All Residential,Place/City,False,TX,0.980798557,-0.5%,-0.4%,176,2.9%,15.0%,375,16.5%,-6.5%,20,-11,0,$259K,-5.7%,-1.3%,273,32.5%,15.7%
"Houston, TX",April 2018,All Residential,Place/City,False,TX,0.971143359,0.2%,-0.2%,2733,1.1%,3.9%,9341,6.4%,-1.6%,28,-9,-2,$220K,0.9%,2.8%,4325,4.8%,6.1%
"Missouri City, TX",May 2018,All Residential,Place/City,False,TX,0.973213867,0.3%,0.2%,180,36.4%,1.7%,537,6.5%,-6.1%,37,3,2,$267K,1.4%,2.7%,240,2.6%,-16.1%
"Galveston, TX",August 2018,All Residential,Place/City,False,TX,0.950635868,-0.6%,-0.1%,124,6.9%,20.4%,610,-3.6%,0.5%,57,-10,10,$220K,-10.4%,4.6%,152,-6.2%,15.2%
"Missouri City, TX",September 2018,All Residential,Place/City,False,TX,0.974206423,0.0%,0.5%,124,-29.9%,-11.4%,619,-0.8%,7.3%,49,13,-4,$246K,2.9%,-6.1%,189,-5.0%,35.0%
"Galveston, TX",January 2019,All Residential,Place/City,False,TX,0.966807519,0.9%,2.4%,69,-15.9%,7.8%,519,3.2%,-4.6%,71,-5,-32,$211K,5.1%,17.2%,152,70.8%,4.1%
"Pasadena, TX",March 2019,All Residential,Place/City,False,TX,0.977756782,-0.7%,0.7%,95,28.4%,30.1%,185,-7.0%,44.5%,30,6,17,$159K,-7.6%,-6.8%,96,10.3%,-22.0%
"Texas City, TX",June 2019,All Residential,Place/City,False,TX,0.980528009,-0.5%,1.1%,92,16.5%,17.9%,208,5.6%,-2.3%,39,8,11,$188K,0.5%,10.7%,84,-2.3%,-20.8%
"Galveston, TX",September 2019,All Residential,Place/City,False,TX,0.956155362,0.1%,0.0%,116,-9.4%,0.9%,584,-3.5%,-0.3%,55,-5,8,$235K,-2.1%,8.0%,127,-27.4%,14.4%
"Texas City, TX",November 2019,All Residential,Place/City,False,TX,0.972289336,0.3%,-1.3%,57,-26.9%,-1.7%,259,2.8%,9.7%,39,-4,4,$190K,0.0%,8.1%,73,-21.5%,0.0%
"Galveston, TX",April 2012,All Residential,Place/City,False,TX,0.948034984,4.0%,4.7%,79,36.2%,1875.0%,629,0.0%,21.4%,62,-18,-120,$148K,9.3%,103.4%,146,-14.1%,87.2%
"Friendswood, TX",May 2014,All Residential,Place/City,False,TX,0.978777336,0.1%,0.4%,94,28.8%,-2.1%,153,-3.2%,-31.7%,18,-3,-25,$226K,-2.0%,19.2%,88,-14.6%,-16.2%
"Texas City, TX",September 2014,All Residential,Place/City,False,TX,0.962922388,1.0%,1.6%,47,6.8%,62.1%,165,-4.6%,-24.0%,46,-13,-26,$120K,20.9%,39.5%,52,-11.9%,4.0%
"League City, TX",May 2015,All Residential,Place/City,False,TX,0.986041446,1.0%,0.3%,181,-3.7%,5.2%,400,13.6%,-3.8%,23,-9,-1,$235K,-2.9%,16.9%,250,15.7%,-0.8%
"League City, TX",November 2019,All Residential,Place/City,False,TX,0.982823218,0.4%,0.5%,158,-6.5%,-6.5%,398,-9.8%,-18.3%,35,-5,-10,$265K,-3.3%,1.9%,136,-24.0%,-19.5%
"League City, TX",June 2012,All Residential,Place/City,False,TX,0.977449236,0.5%,1.4%,153,-14.5%,3725.0%,585,-0.3%,4.7%,49,-22,-92,$185K,0.1%,-26.8%,203,-1.5%,70.6%
"Galveston, TX",November 2012,All Residential,Place/City,False,TX,0.940858143,0.0%,1.0%,73,2.8%,7200.0%,546,-0.9%,-0.5%,111,54,99,$180K,18.8%,77.3%,96,-6.8%,45.5%
"League City, TX",June 2013,All Residential,Place/City,False,TX,0.978515606,0.2%,0.1%,185,-5.6%,20.9%,470,-1.9%,-19.7%,32,-7,-17,$200K,8.1%,7.9%,220,-11.3%,8.4%
"Sugar Land, TX",August 2013,All Residential,Place/City,False,TX,0.975963665,-0.5%,1.2%,256,-8.2%,19.6%,384,-4.2%,-38.2%,18,4,-24,$275K,-2.1%,24.4%,210,-30.7%,-1.4%
"Missouri City, TX",August 2013,All Residential,Place/City,False,TX,0.973904164,-0.3%,0.8%,204,18.6%,47.8%,396,-6.2%,-26.8%,34,0,-20,$207K,2.6%,18.0%,143,-33.2%,-14.4%
"Friendswood, TX",February 2014,All Residential,Place/City,False,TX,0.972335193,0.3%,2.2%,58,31.8%,34.9%,155,2.6%,-32.6%,40,1,-47,$176K,-3.4%,10.2%,76,13.4%,-7.3%
"Friendswood, TX",August 2014,All Residential,Place/City,False,TX,0.983127525,0.7%,0.8%,85,-4.5%,-8.6%,175,4.8%,-12.1%,26,16,-11,$246K,4.2%,8.6%,79,-11.2%,-15.1%
"Friendswood, TX",September 2014,All Residential,Place/City,False,TX,0.969580470,-1.4%,-0.2%,55,-35.3%,-9.8%,150,-14.3%,-21.9%,26,0,-12,$177K,-27.9%,-6.8%,57,-27.8%,-18.6%
"Galveston, TX",October 2016,All Residential,Place/City,False,TX,0.942611179,-0.8%,-2.2%,108,2.9%,9.1%,604,-1.3%,5.4%,74,13,2,$210K,-3.8%,16.7%,125,-17.2%,-5.3%
"League City, TX",January 2017,All Residential,Place/City,False,TX,0.975134024,-0.5%,-0.5%,106,-33.3%,8.2%,366,-0.5%,-8.5%,50,10,12,$255K,-0.8%,7.2%,162,62.0%,-13.8%
"Texas City, TX",May 2018,All Residential,Place/City,False,TX,0.963447389,-2.8%,2.2%,64,-11.1%,4.9%,199,2.6%,43.2%,25,-7,4,$160K,-1.5%,33.4%,91,-8.1%,18.2%
"Houston, TX",May 2018,All Residential,Place/City,False,TX,0.973307934,0.2%,-0.2%,3155,15.4%,0.5%,9823,5.2%,-2.4%,25,-3,0,$223K,1.4%,5.2%,4527,4.7%,2.9%
"Galveston, TX",July 2018,All Residential,Place/City,False,TX,0.956702734,-0.9%,0.3%,116,-25.2%,1.8%,633,-2.3%,0.2%,67,33,10,$245K,0.0%,40.4%,162,-16.1%,-13.8%
"Houston, TX",August 2018,All Residential,Place/City,False,TX,0.971266239,-0.2%,-0.1%,3110,7.1%,40.2%,10606,0.6%,-1.3%,30,1,-2,$218K,-4.6%,1.6%,3925,-4.8%,23.2%
"Baytown, TX",September 2019,All Residential,Place/City,False,TX,0.970048931,-0.7%,-0.7%,102,-16.4%,6.3%,328,-1.5%,0.6%,32,2,-1,$194K,-1.8%,6.4%,119,-23.2%,0.8%
"Galveston, TX",November 2019,All Residential,Place/City,False,TX,0.950216213,-1.1%,-0.6%,101,5.2%,17.4%,549,-3.2%,0.2%,66,6,11,$258K,5.9%,20.2%,116,-20.0%,20.8%
"Galveston, TX",May 2020,All Residential,Place/City,False,TX,0.946226167,-1.5%,-1.4%,120,64.4%,-21.6%,526,-12.3%,-13.6%,51,25,5,$218K,-5.1%,-1.1%,185,59.5%,2.2%
"Missouri City, TX",November 2016,All Residential,Place/City,False,TX,0.972577618,-0.9%,0.6%,104,-11.1%,4.0%,464,-5.1%,27.8%,45,18,9,$252K,9.3%,11.8%,124,-24.8%,6.0%
"Sugar Land, TX",August 2018,All Residential,Place/City,False,TX,0.963606967,-0.6%,-0.7%,239,7.2%,48.4%,790,-4.5%,-9.0%,48,17,19,$327K,-2.3%,5.6%,218,-19.3%,3.8%
"League City, TX",December 2018,All Residential,Place/City,False,TX,0.977518748,0.0%,-0.1%,140,-17.2%,-17.2%,453,-7.0%,30.9%,47,2,-2,$264K,1.3%,1.4%,110,-34.9%,20.9%
"Texas City, TX",June 2014,All Residential,Place/City,False,TX,0.937923339,-1.3%,-1.3%,47,-7.8%,62.1%,152,-1.3%,-27.6%,31,-45,-19,$89K,-15.3%,-13.7%,65,20.4%,41.3%
"League City, TX",December 2014,All Residential,Place/City,False,TX,0.977344260,-0.3%,0.6%,178,17.1%,4.7%,364,-8.1%,-15.3%,44,-2,-17,$227K,8.1%,19.3%,133,-2.2%,25.5%
"Friendswood, TX",February 2015,All Residential,Place/City,False,TX,0.968181488,0.0%,-0.4%,44,-4.3%,-24.1%,99,-6.6%,-36.1%,45,16,5,$246K,40.8%,39.7%,61,0.0%,-19.7%
"Texas City, TX",August 2015,All Residential,Place/City,False,TX,0.950761355,0.0%,-0.2%,43,-24.6%,-2.3%,142,0.0%,-17.9%,24,-30,-35,$117K,-3.3%,17.9%,59,3.5%,0.0%
"La Porte, TX",March 2016,All Residential,Place/City,False,TX,0.992941916,4.0%,1.6%,30,-16.7%,-16.7%,67,4.7%,6.3%,8,-33,-26,$155K,8.2%,3.5%,46,21.1%,-9.8%
"Pasadena, TX",September 2016,All Residential,Place/City,False,TX,0.971614309,-2.0%,-1.6%,102,2.0%,13.3%,173,-5.5%,-14.8%,20,6,3,$140K,-3.3%,-5.3%,93,-12.3%,-12.3%
"Baytown, TX",December 2016,All Residential,Place/City,False,TX,0.973032966,0.1%,0.4%,85,0.0%,-1.2%,243,-4.7%,-5.4%,49,13,16,$172K,-1.7%,11.2%,79,-10.2%,0.0%
"Missouri City, TX",April 2017,All Residential,Place/City,False,TX,0.975177218,0.5%,-0.2%,137,0.7%,0.0%,498,7.3%,21.8%,20,-22,-6,$245K,-5.0%,-5.8%,212,-7.4%,22.5%
"Texas City, TX",October 2017,All Residential,Place/City,False,TX,0.981835182,1.4%,-2.5%,50,8.7%,-3.8%,198,6.5%,72.2%,30,-13,8,$125K,-25.7%,-1.2%,75,27.1%,25.0%
"Houston, TX",June 2018,All Residential,Place/City,False,TX,0.972866062,0.0%,-0.1%,3218,2.0%,2.5%,10240,4.2%,-2.2%,27,2,0,$228K,2.2%,1.3%,4177,-7.7%,0.4%
"Baytown, TX",September 2018,All Residential,Place/City,False,TX,0.977315801,0.1%,-0.3%,96,-23.8%,5.5%,326,-3.6%,15.6%,33,1,16,$182K,-6.5%,5.2%,118,-15.1%,16.8%
"League City, TX",November 2018,All Residential,Place/City,False,TX,0.977674228,-0.3%,-0.4%,169,-1.7%,3.0%,487,1.7%,32.7%,45,3,-9,$260K,-3.9%,0.0%,169,1.2%,19.9%
"Houston, TX",November 2018,All Residential,Place/City,False,TX,0.969670425,0.1%,0.4%,2439,-4.4%,1.2%,9998,-3.1%,10.0%,44,4,-3,$218K,1.6%,4.6%,2761,-17.4%,-3.6%
"Friendswood, TX",December 2018,All Residential,Place/City,False,TX,0.972755999,0.6%,-0.1%,61,1.7%,3.4%,211,-15.6%,30.2%,46,-17,8,$255K,-3.0%,-0.4%,34,-43.3%,-30.6%
"Pasadena, TX",February 2019,All Residential,Place/City,False,TX,0.985244789,1.5%,0.9%,74,25.4%,21.3%,199,-6.1%,74.6%,24,-16,-5,$172K,9.2%,11.0%,87,-9.4%,13.0%
"La Porte, TX",April 2019,All Residential,Place/City,False,TX,0.993479269,1.6%,-0.3%,45,21.6%,28.6%,82,-2.4%,46.4%,13,-8,6,$200K,11.5%,16.0%,52,2.0%,4.0%
"Baytown, TX",April 2019,All Residential,Place/City,False,TX,0.980766251,-0.2%,0.7%,109,2.8%,-4.4%,259,-4.4%,-0.8%,29,1,3,$193K,-3.4%,-3.3%,112,-13.2%,-23.3%
"League City, TX",April 2019,All Residential,Place/City,False,TX,0.983391247,0.8%,0.3%,185,1.1%,5.1%,458,2.5%,22.1%,30,-14,10,$264K,-2.4%,1.6%,243,12.0%,-11.0%
"Texas City, TX",May 2019,All Residential,Place/City,False,TX,0.985793846,1.7%,2.2%,79,9.7%,23.4%,197,-8.4%,-1.0%,31,-20,6,$187K,-6.0%,16.9%,86,3.6%,-5.5%
"Pasadena, TX",September 2019,All Residential,Place/City,False,TX,0.974173909,1.1%,-0.9%,83,-23.1%,-2.4%,209,-1.9%,-4.6%,18,1,0,$166K,-1.2%,0.6%,100,-26.5%,-8.3%
"Houston, TX",November 2019,All Residential,Place/City,False,TX,0.971071697,0.2%,0.1%,2315,-9.2%,-5.1%,10094,-5.8%,1.0%,45,0,1,$222K,-0.9%,2.1%,2721,-20.3%,-1.4%
"Houston, TX",December 2019,All Residential,Place/City,False,TX,0.970526262,-0.1%,0.1%,2872,24.1%,14.9%,9251,-8.4%,0.0%,53,8,2,$248K,11.7%,13.9%,2117,-22.2%,-2.2%
"Texas City, TX",January 2020,All Residential,Place/City,False,TX,0.982112265,-0.6%,-1.4%,43,-25.9%,22.9%,253,-4.2%,12.4%,46,-42,11,$199K,-0.3%,1.0%,70,-5.4%,-5.4%
"La Porte, TX",April 2020,All Residential,Place/City,False,TX,0.991140230,1.2%,-0.2%,31,-45.6%,-31.1%,128,9.4%,56.1%,34,-3,21,$187K,2.7%,-6.3%,55,12.2%,5.8%
"Texas City, TX",May 2020,All Residential,Place/City,False,TX,0.970008172,-1.5%,-1.6%,59,11.3%,-25.3%,235,-1.7%,19.3%,39,-25,8,$174K,-14.9%,-7.0%,103,45.1%,19.8%
"La Porte, TX",August 2020,All Residential,Place/City,False,TX,0.984662323,-0.1%,1.3%,61,13.0%,24.5%,77,-25.2%,-31.3%,25,10,2,$205K,0.0%,7.9%,45,-35.7%,-25.0%
"League City, TX",May 2012,All Residential,Place/City,False,TX,0.972477823,0.0%,0.2%,179,28.8%,2883.3%,587,-2.0%,10.5%,71,-8,-11,$185K,-4.6%,-30.6%,206,-5.1%,134.1%
"Friendswood, TX",December 2013,All Residential,Place/City,False,TX,0.970887972,-1.2%,2.5%,69,38.0%,21.1%,159,-6.5%,-22.4%,47,2,-43,$217K,24.3%,31.2%,47,-13.0%,27.0%
"Pasadena, TX",January 2015,All Residential,Place/City,False,TX,0.982814814,0.8%,2.8%,40,-57.4%,-33.3%,182,6.4%,-29.5%,38,3,-35,$130K,0.5%,13.9%,85,41.7%,-7.6%
"La Porte, TX",March 2015,All Residential,Place/City,False,TX,0.976629805,1.8%,2.6%,36,9.1%,2.9%,63,-3.1%,-37.0%,34,-38,-43,$150K,-10.3%,30.3%,51,70.0%,15.9%
"Pasadena, TX",March 2015,All Residential,Place/City,False,TX,0.970927013,-0.2%,-0.5%,85,19.7%,28.8%,156,-3.7%,-33.9%,35,-1,-17,$115K,9.5%,-11.5%,110,18.3%,0.0%
"Houston, TX",April 2015,All Residential,Place/City,False,TX,0.977013785,0.0%,-0.6%,2615,9.3%,-0.3%,7195,4.0%,26.1%,23,0,0,$185K,-4.3%,0.1%,3718,7.4%,1.1%
"Texas City, TX",October 2016,All Residential,Place/City,False,TX,1.006846558,6.8%,6.1%,52,36.8%,10.6%,115,12.7%,-6.5%,22,-4,-13,$127K,11.5%,36.0%,60,-4.8%,36.4%
"Galveston, TX",May 2017,All Residential,Place/City,False,TX,0.945636119,-1.0%,-0.3%,153,31.9%,23.4%,661,4.8%,2.2%,62,14,19,$235K,26.7%,10.7%,204,20.7%,9.1%
"Texas City, TX",April 2018,All Residential,Place/City,False,TX,0.990969877,3.1%,2.5%,72,30.9%,56.5%,194,4.3%,57.7%,32,4,7,$163K,6.3%,33.3%,99,19.3%,45.6%
"Sugar Land, TX",May 2018,All Residential,Place/City,False,TX,0.967335103,-0.3%,-0.6%,223,16.8%,-6.3%,786,15.8%,5.5%,27,-8,3,$313K,0.6%,-3.9%,368,22.7%,8.2%
"Missouri City, TX",January 2019,All Residential,Place/City,False,TX,0.971645543,0.8%,1.3%,90,-40.4%,0.0%,572,2.0%,29.7%,52,-21,1,$234K,-12.7%,1.7%,160,39.1%,31.1%
"Galveston, TX",August 2012,All Residential,Place/City,False,TX,0.953077070,1.8%,18.1%,89,3.5%,2866.7%,587,-1.3%,9.1%,79,3,54,$137K,-22.7%,469.8%,110,-12.7%,39.2%
"Houston, TX",September 2012,All Residential,Place/City,False,TX,0.967505727,-0.2%,1.1%,2156,-21.7%,9.4%,8860,-5.4%,-25.2%,48,2,-26,$149K,-2.3%,2.9%,2544,-14.2%,-7.8%
"Houston, TX",February 2013,All Residential,Place/City,False,TX,0.966810974,-0.2%,0.9%,1920,12.1%,16.2%,6953,-2.1%,-31.2%,52,-4,-28,$159K,16.5%,17.8%,3034,7.8%,3.5%
"Missouri City, TX",January 2015,All Residential,Place/City,False,TX,0.978811771,0.7%,0.2%,95,-32.1%,-10.4%,293,6.9%,-18.2%,42,10,-4,$224K,-8.6%,18.2%,163,50.9%,12.4%
"League City, TX",December 2015,All Residential,Place/City,False,TX,0.975308539,-0.2%,-0.2%,176,61.5%,-1.1%,362,-2.7%,-0.5%,36,14,-8,$230K,0.6%,1.6%,112,-15.8%,-15.8%
"Texas City, TX",June 2017,All Residential,Place/City,False,TX,0.978900071,3.8%,3.8%,55,-9.8%,-8.3%,154,10.8%,35.1%,28,7,4,$142K,18.0%,13.4%,99,28.6%,25.3%
"Baytown, TX",August 2020,All Residential,Place/City,False,TX,0.986667235,0.0%,1.0%,123,-22.6%,0.8%,284,-13.4%,-14.7%,28,5,-2,$210K,0.0%,6.6%,139,-29.1%,-10.3%
"Houston, TX",October 2012,All Residential,Place/City,False,TX,0.966010473,-0.1%,0.7%,2289,6.2%,32.2%,8303,-6.3%,-27.5%,53,5,-17,$155K,3.9%,14.7%,2625,3.2%,1.1%
"Sugar Land, TX",July 2013,All Residential,Place/City,False,TX,0.980566164,0.2%,1.5%,279,1.5%,32.2%,401,1.0%,-38.1%,14,0,-21,$281K,2.9%,12.4%,303,1.0%,14.8%
"Sugar Land, TX",April 2014,All Residential,Place/City,False,TX,0.973116369,-1.2%,0.7%,202,6.9%,0.5%,301,-1.0%,-10.9%,17,1,-4,$305K,-2.9%,26.0%,256,7.1%,2.4%
"Missouri City, TX",October 2014,All Residential,Place/City,False,TX,0.966394482,-1.4%,-0.3%,154,28.3%,25.2%,339,-10.3%,-11.0%,32,14,-18,$215K,0.0%,7.3%,140,-13.6%,-7.9%
"League City, TX",October 2014,All Residential,Place/City,False,TX,0.976773656,0.3%,0.2%,163,-11.4%,-3.6%,431,-0.2%,-12.6%,36,8,-7,$203K,-4.6%,6.1%,174,3.6%,-3.9%
"Houston, TX",November 2014,All Residential,Place/City,False,TX,0.976615041,-0.1%,0.1%,2186,-19.8%,-0.2%,6310,-2.3%,-5.6%,29,3,-3,$180K,-1.1%,5.9%,2469,-20.0%,5.7%
"Texas City, TX",November 2014,All Residential,Place/City,False,TX,0.956959298,-0.4%,1.6%,30,-44.4%,-6.3%,151,0.0%,-25.6%,39,-12,-76,$105K,-7.1%,14.1%,41,-12.8%,20.6%
"Missouri City, TX",December 2014,All Residential,Place/City,False,TX,0.971686438,0.2%,0.3%,140,12.9%,20.7%,274,-7.1%,-21.5%,32,-3,-7,$245K,1.1%,6.9%,108,21.3%,0.0%
"Galveston, TX",August 2015,All Residential,Place/City,False,TX,0.946039924,-0.2%,0.1%,113,-3.4%,-8.9%,631,12.1%,3.4%,65,-7,-15,$173K,2.7%,-4.5%,236,56.3%,91.9%
"Friendswood, TX",December 2015,All Residential,Place/City,False,TX,0.969829072,-1.4%,-0.3%,51,18.6%,-29.2%,134,-6.9%,21.8%,31,9,6,$217K,8.3%,3.3%,50,13.6%,25.0%
"Sugar Land, TX",January 2017,All Residential,Place/City,False,TX,0.964656784,-0.2%,0.8%,111,-37.3%,35.4%,495,-4.8%,-6.3%,65,10,-2,$310K,-3.9%,-8.2%,174,58.2%,-3.9%
"Pasadena, TX",June 2017,All Residential,Place/City,False,TX,0.969051890,-0.6%,-1.6%,102,-2.9%,-3.8%,162,5.2%,0.6%,14,0,-6,$151K,-0.5%,0.8%,136,27.1%,19.3%
"League City, TX",August 2017,All Residential,Place/City,False,TX,0.983511078,-0.3%,-0.6%,159,-17.6%,-30.3%,517,5.7%,19.7%,25,8,7,$272K,2.6%,12.9%,205,-25.2%,-9.7%
"Friendswood, TX",September 2017,All Residential,Place/City,False,TX,0.979576003,0.0%,0.8%,75,7.1%,2.7%,190,-11.6%,1.6%,29,10,6,$275K,-10.6%,14.6%,66,-17.5%,-1.5%
"Houston, TX",September 2017,All Residential,Place/City,False,TX,0.968764316,-0.3%,-0.2%,2570,15.8%,2.3%,9671,-10.0%,1.5%,39,7,6,$212K,-0.8%,3.3%,2755,-13.5%,-13.9%
"Pasadena, TX",August 2018,All Residential,Place/City,False,TX,0.981737251,0.1%,1.3%,95,0.0%,41.8%,206,9.6%,11.4%,15,1,-1,$173K,-1.7%,8.1%,139,31.1%,52.7%
